src,dst,l_A,l_B,l_e,timestamp
2,80,type1,type1,edge2,2004-11-27 20:36:12
70,23,type1,type1,edge1,2004-11-27 20:38:06
70,23,type1,type1,edge1,2004-11-27 20:38:47
532,63,type2,type1,edge1,2004-11-27 20:40:49
11,70,type1,type1,edge1,2004-11-27 20:42:50
532,63,type2,type1,edge2,2004-11-27 20:48:11
532,63,type2,type1,edge1,2004-11-27 20:56:20
76,37,type1,type1,edge1,2004-11-27 20:56:29
70,6,type1,type1,edge1,2004-11-27 20:56:55
82,165,type1,type2,edge2,2004-11-27 20:57:14
82,167,type1,type2,edge1,2004-11-27 20:58:52
6,70,type1,type1,edge1,2004-11-27 21:00:34
48,1,type1,type1,edge2,2004-11-27 21:01:04
46,14,type1,type1,edge1,2004-11-27 21:06:49
2,12,type1,type1,edge2,2004-11-27 21:08:19
30,275,type1,type2,edge2,2004-11-27 21:10:03
22,92,type1,type1,edge1,2004-11-27 21:11:37
153,85,type2,type1,edge2,2004-11-27 21:18:07
2,1,type1,type1,edge2,2004-11-27 21:19:42
97,57,type1,type1,edge1,2004-11-27 21:29:00
22,10,type1,type1,edge2,2004-11-27 21:29:28
60,16,type1,type1,edge2,2004-11-27 21:30:39
36,3,type1,type1,edge2,2004-11-27 21:39:15
78,155,type1,type2,edge3,2004-11-27 21:42:23
22,92,type1,type1,edge2,2004-11-27 21:43:32
80,22,type1,type1,edge3,2004-11-27 21:51:29
75,46,type1,type1,edge1,2004-11-27 21:52:58
532,63,type2,type1,edge1,2004-11-27 21:57:57
5,70,type1,type1,edge1,2004-11-27 21:59:22
80,15,type1,type1,edge3,2004-11-27 22:01:01
155,78,type2,type1,edge4,2004-11-27 22:05:13
22,92,type1,type1,edge1,2004-11-27 22:06:53
6,70,type1,type1,edge1,2004-11-27 22:12:44
22,80,type1,type1,edge2,2004-11-27 22:12:50
10,2,type1,type1,edge1,2004-11-27 22:16:56
2,10,type1,type1,edge3,2004-11-27 22:18:54
97,103,type1,type2,edge4,2004-11-27 22:19:33
83,26,type1,type1,edge2,2004-11-27 22:25:58
60,5,type1,type1,edge2,2004-11-27 22:28:04
155,78,type2,type1,edge1,2004-11-27 22:31:40
2,58,type1,type1,edge1,2004-11-27 22:34:59
78,155,type1,type2,edge2,2004-11-27 22:37:52
25,10,type1,type1,edge3,2004-11-27 22:43:48
23,83,type1,type1,edge2,2004-11-27 22:44:55
31,10,type1,type1,edge1,2004-11-27 22:47:37
1,2,type1,type1,edge1,2004-11-27 22:48:19
1,27,type1,type1,edge1,2004-11-27 22:50:04
1,2,type1,type1,edge1,2004-11-27 22:50:28
91,6,type1,type1,edge1,2004-11-27 22:50:31
83,27,type1,type1,edge2,2004-11-27 22:50:33
27,83,type1,type1,edge2,2004-11-27 22:50:53
23,22,type1,type1,edge4,2004-11-27 22:52:14
1,48,type1,type1,edge2,2004-11-27 22:52:18
23,83,type1,type1,edge1,2004-11-27 22:53:43
16,60,type1,type1,edge4,2004-11-27 22:54:58
1,13,type1,type1,edge3,2004-11-27 22:58:08
66,27,type1,type1,edge1,2004-11-27 23:00:41
15,70,type1,type1,edge1,2004-11-27 23:03:07
60,18,type1,type1,edge2,2004-11-27 23:05:34
13,1,type1,type1,edge2,2004-11-27 23:06:18
70,15,type1,type1,edge1,2004-11-27 23:07:40
33,37,type1,type1,edge2,2004-11-27 23:07:54
9,38,type1,type1,edge4,2004-11-27 23:10:33
85,162,type1,type2,edge1,2004-11-27 23:17:48
97,57,type1,type1,edge1,2004-11-27 23:18:31
22,23,type1,type1,edge2,2004-11-27 23:19:38
63,420,type1,type2,edge1,2004-11-27 23:23:24
39,337,type1,type2,edge1,2004-11-27 23:24:11
348,39,type2,type1,edge1,2004-11-27 23:25:34
162,85,type2,type1,edge2,2004-11-27 23:25:38
60,18,type1,type1,edge2,2004-11-27 23:28:27
15,20,type1,type1,edge4,2004-11-27 23:35:06
85,125,type1,type2,edge1,2004-11-27 23:38:12
21,38,type1,type1,edge3,2004-11-27 23:42:34
22,95,type1,type1,edge1,2004-11-27 23:44:10
22,95,type1,type1,edge1,2004-11-27 23:45:27
22,92,type1,type1,edge1,2004-11-27 23:45:58
22,10,type1,type1,edge1,2004-11-27 23:48:23
8,12,type1,type1,edge1,2004-11-27 23:50:52
85,5,type1,type1,edge4,2004-11-27 23:50:57
83,26,type1,type1,edge1,2004-11-27 23:52:17
103,97,type2,type1,edge4,2004-11-27 23:54:11
3,58,type1,type1,edge1,2004-11-27 23:54:54
11,27,type1,type1,edge1,2004-11-27 23:58:17
5,91,type1,type1,edge1,2004-11-28 00:04:54
97,103,type1,type2,edge2,2004-11-28 00:14:01
1,58,type1,type1,edge1,2004-11-28 00:17:12
82,176,type1,type2,edge1,2004-11-28 00:18:13
27,83,type1,type1,edge1,2004-11-28 00:23:27
12,66,type1,type1,edge3,2004-11-28 00:25:12
420,63,type2,type1,edge1,2004-11-28 00:28:19
63,420,type1,type2,edge1,2004-11-28 00:29:44
16,46,type1,type1,edge1,2004-11-28 00:37:24
82,171,type1,type2,edge1,2004-11-28 00:37:52
16,46,type1,type1,edge1,2004-11-28 00:38:40
16,46,type1,type1,edge1,2004-11-28 00:40:05
16,46,type1,type1,edge1,2004-11-28 00:41:12
16,46,type1,type1,edge1,2004-11-28 00:42:43
66,2,type1,type1,edge2,2004-11-28 01:01:42
2,12,type1,type1,edge2,2004-11-28 01:04:46
11,27,type1,type1,edge1,2004-11-28 01:07:18
115,65,type2,type1,edge3,2004-11-28 01:07:49
37,2,type1,type1,edge1,2004-11-28 01:11:07
33,37,type1,type1,edge2,2004-11-28 01:13:27
66,12,type1,type1,edge2,2004-11-28 01:17:02
66,25,type1,type1,edge2,2004-11-28 01:18:39
27,11,type1,type1,edge3,2004-11-28 01:20:03
66,1,type1,type1,edge1,2004-11-28 01:20:51
2,37,type1,type1,edge2,2004-11-28 01:22:16
31,1,type1,type1,edge1,2004-11-28 01:23:32
11,27,type1,type1,edge2,2004-11-28 01:29:12
86,19,type1,type1,edge1,2004-11-28 01:33:33
75,62,type1,type1,edge1,2004-11-28 01:34:46
86,40,type1,type1,edge2,2004-11-28 01:34:49
75,46,type1,type1,edge1,2004-11-28 01:35:44
75,55,type1,type1,edge2,2004-11-28 01:36:09
10,72,type1,type1,edge2,2004-11-28 01:36:12
37,4,type1,type1,edge1,2004-11-28 01:47:07
60,16,type1,type1,edge1,2004-11-28 01:48:01
29,32,type1,type1,edge2,2004-11-28 01:56:34
75,62,type1,type1,edge1,2004-11-28 01:57:39
91,1,type1,type1,edge1,2004-11-28 02:22:21
37,33,type1,type1,edge1,2004-11-28 02:23:15
25,1,type1,type1,edge1,2004-11-28 02:26:19
86,39,type1,type1,edge2,2004-11-28 02:26:48
72,17,type1,type1,edge1,2004-11-28 02:41:11
70,11,type1,type1,edge1,2004-11-28 02:46:46
31,1,type1,type1,edge1,2004-11-28 02:49:28
91,6,type1,type1,edge4,2004-11-28 02:54:58
1,25,type1,type1,edge1,2004-11-28 02:59:35
25,1,type1,type1,edge1,2004-11-28 03:06:16
57,14,type1,type1,edge1,2004-11-28 03:16:58
14,57,type1,type1,edge2,2004-11-28 03:22:26
70,78,type1,type1,edge1,2004-11-28 03:28:21
65,6,type1,type1,edge2,2004-11-28 04:24:02
42,38,type1,type1,edge1,2004-11-28 04:41:48
70,13,type1,type1,edge1,2004-11-28 04:42:27
6,70,type1,type1,edge2,2004-11-28 05:11:54
6,70,type1,type1,edge1,2004-11-28 05:15:42
86,39,type1,type1,edge1,2004-11-28 05:34:53
89,366,type1,type2,edge2,2004-11-28 05:50:37
70,13,type1,type1,edge1,2004-11-28 05:58:04
31,70,type1,type1,edge2,2004-11-28 06:01:16
74,13,type1,type1,edge1,2004-11-28 06:05:29
86,39,type1,type1,edge2,2004-11-28 06:16:53
86,39,type1,type1,edge1,2004-11-28 06:46:05
39,86,type1,type1,edge1,2004-11-28 06:56:33
39,86,type1,type1,edge1,2004-11-28 07:00:53
5,70,type1,type1,edge1,2004-11-28 07:02:39
60,16,type1,type1,edge1,2004-11-28 07:21:06
60,16,type1,type1,edge1,2004-11-28 07:21:54
31,1,type1,type1,edge1,2004-11-28 09:23:28
31,10,type1,type1,edge3,2004-11-28 09:24:22
31,10,type1,type1,edge2,2004-11-28 10:02:35
78,164,type1,type2,edge4,2004-11-28 10:34:12
76,14,type1,type1,edge2,2004-11-28 10:45:59
76,14,type1,type1,edge2,2004-11-28 10:47:19
36,12,type1,type1,edge2,2004-11-28 11:26:03
420,63,type2,type1,edge1,2004-11-28 11:30:37
12,36,type1,type1,edge2,2004-11-28 11:32:08
35,168,type1,type2,edge2,2004-11-28 11:34:52
41,20,type1,type1,edge4,2004-11-28 11:57:56
4,54,type1,type1,edge1,2004-11-28 12:20:15
35,171,type1,type2,edge2,2004-11-28 12:22:18
35,131,type1,type2,edge1,2004-11-28 12:24:58
35,149,type1,type2,edge2,2004-11-28 12:28:09
82,163,type1,type2,edge1,2004-11-28 12:31:10
131,35,type2,type1,edge2,2004-11-28 12:33:56
36,3,type1,type1,edge1,2004-11-28 13:00:33
11,31,type1,type1,edge2,2004-11-28 13:04:49
3,36,type1,type1,edge4,2004-11-28 13:17:52
22,92,type1,type1,edge2,2004-11-28 13:45:47
22,80,type1,type1,edge2,2004-11-28 13:47:01
80,22,type1,type1,edge2,2004-11-28 13:52:13
14,74,type1,type1,edge4,2004-11-28 14:05:57
4,54,type1,type1,edge1,2004-11-28 14:06:11
69,2,type1,type1,edge2,2004-11-28 14:08:45
94,6,type1,type1,edge1,2004-11-28 14:18:43
94,24,type1,type1,edge2,2004-11-28 14:20:28
174,82,type2,type1,edge4,2004-11-28 14:21:23
31,1,type1,type1,edge1,2004-11-28 14:25:33
31,39,type1,type1,edge2,2004-11-28 14:26:30
35,131,type1,type2,edge2,2004-11-28 14:28:21
31,10,type1,type1,edge2,2004-11-28 14:28:31
69,1,type1,type1,edge3,2004-11-28 14:29:19
22,10,type1,type1,edge2,2004-11-28 14:29:23
31,10,type1,type1,edge2,2004-11-28 14:30:19
31,10,type1,type1,edge1,2004-11-28 14:34:06
31,10,type1,type1,edge1,2004-11-28 14:35:27
31,10,type1,type1,edge2,2004-11-28 14:37:18
60,5,type1,type1,edge1,2004-11-28 14:47:55
60,245,type1,type2,edge1,2004-11-28 14:48:42
24,94,type1,type1,edge2,2004-11-28 14:52:55
36,3,type1,type1,edge4,2004-11-28 14:58:35
88,57,type1,type1,edge1,2004-11-28 15:05:14
78,246,type1,type2,edge1,2004-11-28 15:07:48
78,246,type1,type2,edge1,2004-11-28 15:09:38
84,73,type1,type1,edge2,2004-11-28 15:23:28
188,88,type2,type1,edge3,2004-11-28 15:31:07
31,11,type1,type1,edge1,2004-11-28 15:31:41
128,35,type2,type1,edge2,2004-11-28 15:31:44
73,84,type1,type1,edge1,2004-11-28 15:37:56
51,12,type1,type1,edge1,2004-11-28 15:41:12
93,88,type1,type1,edge1,2004-11-28 15:44:38
51,15,type1,type1,edge1,2004-11-28 15:48:54
51,15,type1,type1,edge2,2004-11-28 15:49:24
51,15,type1,type1,edge3,2004-11-28 15:51:55
88,226,type1,type2,edge2,2004-11-28 15:58:36
88,93,type1,type1,edge1,2004-11-28 16:01:11
31,39,type1,type1,edge1,2004-11-28 16:09:55
88,93,type1,type1,edge2,2004-11-28 16:11:56
66,2,type1,type1,edge1,2004-11-28 16:12:21
74,31,type1,type1,edge2,2004-11-28 16:13:43
6,23,type1,type1,edge2,2004-11-28 16:21:35
31,5,type1,type1,edge3,2004-11-28 16:23:57
36,3,type1,type1,edge2,2004-11-28 16:32:49
71,22,type1,type1,edge3,2004-11-28 16:41:13
12,25,type1,type1,edge2,2004-11-28 16:49:26
31,22,type1,type1,edge2,2004-11-28 16:53:35
59,84,type1,type1,edge1,2004-11-28 17:02:00
72,84,type1,type1,edge1,2004-11-28 17:03:00
23,70,type1,type1,edge1,2004-11-28 17:04:00
97,56,type1,type1,edge1,2004-11-28 17:04:13
39,15,type1,type1,edge1,2004-11-28 17:04:21
31,10,type1,type1,edge3,2004-11-28 17:12:03
20,15,type1,type1,edge1,2004-11-28 17:13:22
23,6,type1,type1,edge2,2004-11-28 17:22:34
70,9,type1,type1,edge1,2004-11-28 17:30:36
97,34,type1,type1,edge1,2004-11-28 17:35:37
8,12,type1,type1,edge1,2004-11-28 17:39:45
8,12,type1,type1,edge1,2004-11-28 17:40:38
38,70,type1,type1,edge1,2004-11-28 17:40:44
29,95,type1,type1,edge1,2004-11-28 17:41:34
29,95,type1,type1,edge2,2004-11-28 17:42:09
2,31,type1,type1,edge1,2004-11-28 17:42:43
31,39,type1,type1,edge1,2004-11-28 17:44:37
15,20,type1,type1,edge2,2004-11-28 17:44:38
60,245,type1,type2,edge2,2004-11-28 17:50:35
66,1,type1,type1,edge1,2004-11-28 17:51:49
94,27,type1,type1,edge1,2004-11-28 17:54:36
3,36,type1,type1,edge2,2004-11-28 17:57:52
80,2,type1,type1,edge1,2004-11-28 18:00:26
97,103,type1,type2,edge2,2004-11-28 18:01:29
35,137,type1,type2,edge2,2004-11-28 18:04:56
46,17,type1,type1,edge3,2004-11-28 18:05:01
98,57,type2,type1,edge1,2004-11-28 18:05:53
22,92,type1,type1,edge1,2004-11-28 18:10:05
56,97,type1,type1,edge3,2004-11-28 18:12:16
83,26,type1,type1,edge1,2004-11-28 18:12:19
82,162,type1,type2,edge1,2004-11-28 18:27:59
155,78,type2,type1,edge2,2004-11-28 18:39:24
103,97,type2,type1,edge4,2004-11-28 18:40:49
69,2,type1,type1,edge1,2004-11-28 18:43:36
20,15,type1,type1,edge3,2004-11-28 18:46:29
94,20,type1,type1,edge2,2004-11-28 18:46:34
22,23,type1,type1,edge3,2004-11-28 18:47:32
9,70,type1,type1,edge1,2004-11-28 18:49:12
27,94,type1,type1,edge2,2004-11-28 18:50:19
80,2,type1,type1,edge1,2004-11-28 18:51:45
72,81,type1,type1,edge1,2004-11-28 18:53:49
72,42,type1,type1,edge3,2004-11-28 18:54:22
27,94,type1,type1,edge2,2004-11-28 18:55:22
35,142,type1,type2,edge1,2004-11-28 18:56:38
72,80,type1,type1,edge2,2004-11-28 19:00:16
35,22,type1,type1,edge1,2004-11-28 19:01:55
23,6,type1,type1,edge2,2004-11-28 19:03:27
348,39,type2,type1,edge2,2004-11-28 19:05:30
12,66,type1,type1,edge3,2004-11-28 19:05:37
2,80,type1,type1,edge1,2004-11-28 19:09:16
20,42,type1,type1,edge1,2004-11-28 19:12:55
94,35,type1,type1,edge1,2004-11-28 19:13:37
20,3,type1,type1,edge1,2004-11-28 19:16:30
20,11,type1,type1,edge3,2004-11-28 19:17:42
74,13,type1,type1,edge3,2004-11-28 19:20:26
88,226,type1,type2,edge1,2004-11-28 19:24:25
88,226,type1,type2,edge2,2004-11-28 19:25:02
20,39,type1,type1,edge1,2004-11-28 19:26:16
35,149,type1,type2,edge1,2004-11-28 19:30:22
149,35,type2,type1,edge1,2004-11-28 19:32:09
149,35,type2,type1,edge2,2004-11-28 19:32:36
70,5,type1,type1,edge2,2004-11-28 19:33:03
3,20,type1,type1,edge2,2004-11-28 19:33:58
73,96,type1,type1,edge2,2004-11-28 19:38:09
46,24,type1,type1,edge1,2004-11-28 19:55:04
90,22,type1,type1,edge2,2004-11-28 19:56:25
20,15,type1,type1,edge1,2004-11-28 19:59:05
23,36,type1,type1,edge4,2004-11-28 20:08:31
70,5,type1,type1,edge1,2004-11-28 20:09:31
76,28,type1,type1,edge1,2004-11-28 20:10:39
5,70,type1,type1,edge2,2004-11-28 20:11:50
29,95,type1,type1,edge1,2004-11-28 20:20:11
69,2,type1,type1,edge1,2004-11-28 20:22:42
24,11,type1,type1,edge2,2004-11-28 20:22:54
2,10,type1,type1,edge1,2004-11-28 20:23:39
28,76,type1,type1,edge2,2004-11-28 20:24:13
24,9,type1,type1,edge4,2004-11-28 20:27:11
25,12,type1,type1,edge2,2004-11-28 20:30:01
83,27,type1,type1,edge2,2004-11-28 20:30:40
73,17,type1,type1,edge2,2004-11-28 20:37:13
24,36,type1,type1,edge3,2004-11-28 20:39:58
57,98,type1,type2,edge1,2004-11-28 20:40:23
79,21,type1,type1,edge3,2004-11-28 20:45:32
57,98,type1,type2,edge1,2004-11-28 20:50:45
79,24,type1,type1,edge1,2004-11-28 20:54:38
85,2,type1,type1,edge2,2004-11-28 20:57:56
31,10,type1,type1,edge2,2004-11-28 21:01:04
163,82,type2,type1,edge2,2004-11-28 21:01:33
85,2,type1,type1,edge2,2004-11-28 21:03:16
163,82,type2,type1,edge2,2004-11-28 21:05:26
72,81,type1,type1,edge4,2004-11-28 21:08:25
66,25,type1,type1,edge2,2004-11-28 21:12:21
23,6,type1,type1,edge1,2004-11-28 21:15:00
353,63,type2,type1,edge3,2004-11-28 21:15:37
65,8,type1,type1,edge2,2004-11-28 21:17:03
36,23,type1,type1,edge4,2004-11-28 21:17:31
27,83,type1,type1,edge2,2004-11-28 21:22:28
72,80,type1,type1,edge2,2004-11-28 21:24:32
96,95,type1,type1,edge1,2004-11-28 21:26:11
31,39,type1,type1,edge1,2004-11-28 21:27:59
31,39,type1,type1,edge1,2004-11-28 21:28:45
72,80,type1,type1,edge2,2004-11-28 21:29:17
103,60,type2,type1,edge3,2004-11-28 21:31:19
37,4,type1,type1,edge2,2004-11-28 21:31:58
88,93,type1,type1,edge1,2004-11-28 21:35:19
2,80,type1,type1,edge1,2004-11-28 21:36:20
80,2,type1,type1,edge1,2004-11-28 21:38:00
8,65,type1,type1,edge4,2004-11-28 21:38:08
38,25,type1,type1,edge1,2004-11-28 21:38:27
84,1,type1,type1,edge2,2004-11-28 21:43:18
46,86,type1,type1,edge2,2004-11-28 21:44:02
84,3,type1,type1,edge2,2004-11-28 21:45:21
38,9,type1,type1,edge4,2004-11-28 21:46:13
36,15,type1,type1,edge1,2004-11-28 21:50:37
2,80,type1,type1,edge2,2004-11-28 21:51:11
24,94,type1,type1,edge2,2004-11-28 22:00:53
155,78,type2,type1,edge4,2004-11-28 22:01:06
46,27,type1,type1,edge1,2004-11-28 22:01:45
29,35,type1,type1,edge1,2004-11-28 22:03:11
38,6,type1,type1,edge1,2004-11-28 22:05:31
38,6,type1,type1,edge1,2004-11-28 22:06:17
168,35,type2,type1,edge3,2004-11-28 22:06:27
35,29,type1,type1,edge1,2004-11-28 22:06:56
22,71,type1,type1,edge2,2004-11-28 22:10:47
4,22,type1,type1,edge2,2004-11-28 22:11:14
51,53,type1,type1,edge4,2004-11-28 22:12:59
50,5,type1,type1,edge1,2004-11-28 22:15:28
90,22,type1,type1,edge3,2004-11-28 22:16:49
83,27,type1,type1,edge1,2004-11-28 22:18:56
83,27,type1,type1,edge1,2004-11-28 22:20:08
37,5,type1,type1,edge4,2004-11-28 22:23:04
78,170,type1,type2,edge2,2004-11-28 22:23:13
22,71,type1,type1,edge1,2004-11-28 22:24:36
22,92,type1,type1,edge1,2004-11-28 22:25:10
27,83,type1,type1,edge1,2004-11-28 22:27:15
83,27,type1,type1,edge1,2004-11-28 22:27:51
11,27,type1,type1,edge1,2004-11-28 22:32:24
24,46,type1,type1,edge1,2004-11-28 22:35:56
88,226,type1,type2,edge1,2004-11-28 22:37:59
35,94,type1,type1,edge3,2004-11-28 22:38:15
2,80,type1,type1,edge1,2004-11-28 22:44:05
71,22,type1,type1,edge2,2004-11-28 22:44:20
203,88,type2,type1,edge2,2004-11-28 22:45:15
15,36,type1,type1,edge2,2004-11-28 22:46:15
72,80,type1,type1,edge2,2004-11-28 22:49:13
26,11,type1,type1,edge1,2004-11-28 22:50:46
15,36,type1,type1,edge2,2004-11-28 22:51:24
78,264,type1,type2,edge1,2004-11-28 22:52:20
77,60,type1,type1,edge4,2004-11-28 22:52:33
76,28,type1,type1,edge1,2004-11-28 22:55:02
2,19,type1,type1,edge3,2004-11-28 22:55:05
2,12,type1,type1,edge1,2004-11-28 22:55:16
76,37,type1,type1,edge2,2004-11-28 22:55:26
105,83,type2,type1,edge1,2004-11-28 22:58:42
72,80,type1,type1,edge1,2004-11-28 22:58:58
80,2,type1,type1,edge1,2004-11-28 22:59:06
163,82,type2,type1,edge2,2004-11-28 23:04:02
72,80,type1,type1,edge2,2004-11-28 23:10:24
3,84,type1,type1,edge2,2004-11-28 23:11:55
164,35,type2,type1,edge2,2004-11-28 23:13:10
155,78,type2,type1,edge2,2004-11-28 23:13:12
4,91,type1,type1,edge2,2004-11-28 23:14:34
70,13,type1,type1,edge1,2004-11-28 23:14:58
2,80,type1,type1,edge1,2004-11-28 23:15:11
70,6,type1,type1,edge2,2004-11-28 23:17:51
24,94,type1,type1,edge1,2004-11-28 23:27:45
8,65,type1,type1,edge4,2004-11-28 23:28:27
85,2,type1,type1,edge2,2004-11-28 23:29:03
15,36,type1,type1,edge1,2004-11-28 23:31:00
210,85,type2,type1,edge1,2004-11-28 23:39:29
3,84,type1,type1,edge4,2004-11-28 23:41:42
74,31,type1,type1,edge2,2004-11-28 23:42:30
83,105,type1,type2,edge1,2004-11-28 23:42:41
76,28,type1,type1,edge1,2004-11-28 23:42:52
78,164,type1,type2,edge4,2004-11-28 23:54:45
3,84,type1,type1,edge1,2004-11-28 23:56:18
20,15,type1,type1,edge1,2004-11-28 23:56:58
38,70,type1,type1,edge1,2004-11-28 23:58:40
74,31,type1,type1,edge3,2004-11-29 00:00:50
65,115,type1,type2,edge1,2004-11-29 00:01:13
66,27,type1,type1,edge1,2004-11-29 00:02:34
70,15,type1,type1,edge1,2004-11-29 00:02:52
66,3,type1,type1,edge1,2004-11-29 00:03:19
70,15,type1,type1,edge1,2004-11-29 00:03:21
60,16,type1,type1,edge1,2004-11-29 00:08:23
72,124,type1,type2,edge2,2004-11-29 00:13:18
36,1,type1,type1,edge3,2004-11-29 00:14:44
38,55,type1,type1,edge4,2004-11-29 00:30:54
69,2,type1,type1,edge2,2004-11-29 00:38:55
66,27,type1,type1,edge2,2004-11-29 00:42:01
31,70,type1,type1,edge2,2004-11-29 01:03:02
17,72,type1,type1,edge2,2004-11-29 01:05:51
6,23,type1,type1,edge2,2004-11-29 01:06:51
83,27,type1,type1,edge1,2004-11-29 01:10:25
15,70,type1,type1,edge2,2004-11-29 01:11:41
38,70,type1,type1,edge2,2004-11-29 01:11:52
75,66,type1,type1,edge2,2004-11-29 01:14:21
50,5,type1,type1,edge1,2004-11-29 01:16:07
13,70,type1,type1,edge1,2004-11-29 01:16:25
20,15,type1,type1,edge2,2004-11-29 01:20:17
70,31,type1,type1,edge1,2004-11-29 01:22:32
50,5,type1,type1,edge2,2004-11-29 01:26:13
50,5,type1,type1,edge3,2004-11-29 01:30:35
70,31,type1,type1,edge1,2004-11-29 01:30:55
29,9,type1,type1,edge1,2004-11-29 01:38:36
83,27,type1,type1,edge1,2004-11-29 01:39:34
50,5,type1,type1,edge1,2004-11-29 01:40:34
50,5,type1,type1,edge2,2004-11-29 01:40:54
83,27,type1,type1,edge1,2004-11-29 01:46:22
27,83,type1,type1,edge1,2004-11-29 01:49:33
23,26,type1,type1,edge1,2004-11-29 02:01:29
76,14,type1,type1,edge2,2004-11-29 02:02:13
66,3,type1,type1,edge1,2004-11-29 02:06:02
66,27,type1,type1,edge3,2004-11-29 02:06:25
16,60,type1,type1,edge2,2004-11-29 02:11:09
17,72,type1,type1,edge3,2004-11-29 02:21:38
6,23,type1,type1,edge2,2004-11-29 02:54:30
50,5,type1,type1,edge2,2004-11-29 02:56:12
85,125,type1,type2,edge2,2004-11-29 02:56:51
97,34,type1,type1,edge1,2004-11-29 02:57:40
50,5,type1,type1,edge2,2004-11-29 03:00:07
83,27,type1,type1,edge1,2004-11-29 03:04:37
38,41,type1,type1,edge1,2004-11-29 03:06:43
38,37,type1,type1,edge1,2004-11-29 03:07:38
38,26,type1,type1,edge1,2004-11-29 03:08:39
38,20,type1,type1,edge1,2004-11-29 03:10:07
85,2,type1,type1,edge2,2004-11-29 03:11:55
23,20,type1,type1,edge2,2004-11-29 03:17:49
60,16,type1,type1,edge2,2004-11-29 03:22:21
85,5,type1,type1,edge2,2004-11-29 03:24:12
17,72,type1,type1,edge3,2004-11-29 03:32:03
5,50,type1,type1,edge1,2004-11-29 03:36:15
23,20,type1,type1,edge1,2004-11-29 03:45:36
23,20,type1,type1,edge2,2004-11-29 03:49:28
38,8,type1,type1,edge1,2004-11-29 03:54:36
23,22,type1,type1,edge3,2004-11-29 03:59:54
14,70,type1,type1,edge1,2004-11-29 04:03:51
65,115,type1,type2,edge2,2004-11-29 04:05:21
6,23,type1,type1,edge2,2004-11-29 04:09:10
38,48,type1,type1,edge4,2004-11-29 04:16:16
42,42,type1,type1,edge4,2004-11-29 04:29:20
50,5,type1,type1,edge1,2004-11-29 04:31:05
11,27,type1,type1,edge2,2004-11-29 04:33:30
23,22,type1,type1,edge2,2004-11-29 04:34:59
11,27,type1,type1,edge1,2004-11-29 04:35:56
11,27,type1,type1,edge1,2004-11-29 04:36:26
11,27,type1,type1,edge3,2004-11-29 04:36:41
66,25,type1,type1,edge2,2004-11-29 04:41:07
11,27,type1,type1,edge1,2004-11-29 04:42:29
11,27,type1,type1,edge1,2004-11-29 04:42:42
16,46,type1,type1,edge1,2004-11-29 04:52:11
38,9,type1,type1,edge1,2004-11-29 04:54:45
65,140,type1,type2,edge3,2004-11-29 04:54:57
66,25,type1,type1,edge3,2004-11-29 04:59:25
16,80,type1,type1,edge1,2004-11-29 05:05:49
79,9,type1,type1,edge2,2004-11-29 05:07:58
232,43,type2,type1,edge2,2004-11-29 05:12:13
23,22,type1,type1,edge1,2004-11-29 05:17:34
22,23,type1,type1,edge2,2004-11-29 05:18:24
80,72,type1,type1,edge2,2004-11-29 05:23:15
6,23,type1,type1,edge2,2004-11-29 05:27:08
22,23,type1,type1,edge2,2004-11-29 05:36:54
8,65,type1,type1,edge4,2004-11-29 05:46:01
38,29,type1,type1,edge2,2004-11-29 06:09:55
80,16,type1,type1,edge1,2004-11-29 06:19:39
28,1,type1,type1,edge1,2004-11-29 06:26:36
74,14,type1,type1,edge1,2004-11-29 06:28:28
89,1,type1,type1,edge1,2004-11-29 06:44:31
89,369,type1,type2,edge2,2004-11-29 06:45:49
92,202,type1,type2,edge2,2004-11-29 07:14:22
74,12,type1,type1,edge4,2004-11-29 07:41:32
84,22,type1,type1,edge1,2004-11-29 07:50:19
79,9,type1,type1,edge1,2004-11-29 08:49:52
50,5,type1,type1,edge1,2004-11-29 09:57:27
73,36,type1,type1,edge1,2004-11-29 10:07:06
27,11,type1,type1,edge1,2004-11-29 10:13:55
73,37,type1,type1,edge1,2004-11-29 10:15:19
11,27,type1,type1,edge2,2004-11-29 10:33:49
27,11,type1,type1,edge2,2004-11-29 10:39:14
11,27,type1,type1,edge3,2004-11-29 10:44:31
2,73,type1,type1,edge1,2004-11-29 11:16:08
73,17,type1,type1,edge2,2004-11-29 11:33:57
31,48,type1,type1,edge1,2004-11-29 11:44:01
50,43,type1,type1,edge1,2004-11-29 11:56:03
31,44,type1,type1,edge1,2004-11-29 11:56:09
69,2,type1,type1,edge2,2004-11-29 11:58:42
92,155,type1,type2,edge1,2004-11-29 12:01:20
4,36,type1,type1,edge1,2004-11-29 12:02:56
43,50,type1,type1,edge2,2004-11-29 12:23:47
4,92,type1,type1,edge2,2004-11-29 12:35:59
69,1,type1,type1,edge4,2004-11-29 12:38:22
92,4,type1,type1,edge2,2004-11-29 12:39:39
11,24,type1,type1,edge2,2004-11-29 12:49:45
48,31,type1,type1,edge1,2004-11-29 12:52:08
73,1,type1,type1,edge2,2004-11-29 13:07:18
95,6,type1,type1,edge4,2004-11-29 13:08:47
94,6,type1,type1,edge1,2004-11-29 13:11:57
36,1,type1,type1,edge1,2004-11-29 13:16:35
